,Unnamed: 0,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
200,20,5b295f60bbd4880001117976,A11,fight,9.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Figures are fighting/grappling with each other,8.0,,6.0,,7.0,,
201,21,630100561dc47fd83f5b4745,A11,fight,10.0,"[0,1,1,0]","[1,1,1,0]","[0,1,1,1]","[0,0,0,0]",The way the people are all moving towards each other in a hostile way. ,10.0,,10.0,,10.0,,
202,22,5f7959d0b6791155e6932dd1,A11,fight,7.0,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]",How high the arms are in the picture shows true effort and so brings the dynamism.,7.0,  This picture show a fight and so the steady yet quick nature of blows in a fight should also be portrayed in the music.,2.0,  The grounded-ness of the men's feet in the mud makes me think the music should be low and grounded.,8.0,  The grappling nature and numerous bodies in the picture makes me think that the music should also be dense.,There should be a number of low sounding instruments should be used to depict a battle.
203,23,5967e9a831394d0001abdb3f,A11,fight,9.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The figures appear to be fighting each other, creating dynamism",6.0,,6.0,  To add drama,5.0,,
204,24,657421f9661ce9a8cd7482d1,A11,fight,10.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",The beauty of the art work is well display with respect to its background design.,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
205,25,5e56590389b924000c184113,A11,fight,9.0,"[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","Three interlocking bodies, sense of movement and discord",7.0,,2.0,,8.0,,
206,26,65c4bfbc22bc351322c66e32,A11,fight,10.0,"[0,0,0,0]","[0,1,0,0]","[0,0,1,0]","[0,1,1,0]",They look very special and outstanding,2.0,,2.0,,7.0,,
207,27,63f77942d3cad20e65a411a9,A11,fight,10.0,"[0,0,0,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",the men are fighting,7.0,,3.0,,8.0,,
208,28,5c584d2040378900013b6fb9,A11,fight,8.0,"[0,0,1,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The movement shown by the silhouettes in the background give a fast paced and aggressive emotion to this,7.0,,5.0,,7.0,,
209,29,613e454dca2db9fcef1f8e8d,A11,fight,10.0,"[0,0,1,0]","[0,1,1,0]","[0,1,0,0]","[0,1,0,0]",Arms outstretched as if about to throw. Stance wide to support strength and movement.,7.0,  It looks like a fight with a lot of movement and dramatic tension,3.0,"  The figures look heaving and the scene is in muted colours, all indicate lower tones to me.",8.0,  There is a lot happening and the dark colours give a feeling of density,
0,0,나비,A12,fight,10.0,"[0, 0, 0, 0]","[1, 1, 1, 0]","[1, 1, 1, 0]","[1, 1, 0, 0]","역동적인 몸의 움직임. 사람의 비중이 커보여서, 상대적으로 큰 자세/역동적 자세에 눈길이 감",1.0,10,3.0,3,1.0,10,
1,1,rub,A12,fight,8.0,"[1, 1, 1, 0]","[1, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","red for me is a really mad color, and  they seems are punching each others",7.0,7 |  it's a heated argument,3.0,3 |  it's too mad to be high,7.0,"7 |  the movements seems fast, the whole fights looks stressful",
2,2,Daisy,A12,fight,8.0,"[0, 0, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 0, 0]",The people in the scene are fighting with each other.,7.0,7 |  The fighting scene should have high tempo.,5.0,"5 |  The pressure of the fight pulls down the pitch, and the dark color scheme adds on that effect.",8.0,8 |  The scene looks intense.,
3,3,Doky,A12,fight,9.0,"[0, 1, 1, 0]","[0, 1, 1, 1]","[0, 1, 1, 0]","[0, 0, 0, 0]",인물들의 격한 움직임과 상황적인 유추 (싸움).,8.0,8 |  긴장감 넘치는 상황을 극대화하기 위한 빠른 템포.,2.0,2 |  전반적으로 어두운 상황과 어두운 색채로 인한 낮은 핏치의 음악. (충분한 긴장감을 부여한다는 가정하에),8.0,8 |  긴박함을 double up 하기 위한 촘촘한 밀도의 음악,
4,4,chanpig,A12,fight,10.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]",몸의 움직임이 보임,8.0,8 |  팔을 뻗은 사람 맞는 사람 말리는사람이 모다 다 다급해보인다,3.0,3 |  배경 색감이좀 착하고 남자들의 싸움은 좀 낮은 음일듯,7.0,7 |  남자들이 싸우는 모습과 배경이 주는 느낌?,
5,5,곤듀,A12,fight,10.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]",디테일하고 현실적인 표현의 그림은 아니지만 인물의 행동 배경 화풍 등 모든면이 역동적 느낌을 줌,9.0,9 |  매우 역동적임을 느끼게 하는 그림으로 매우 빠른 템포가 어울릴 것으로 생각됨,0.0,0 |  그림의 색감이 전체적으로 어둡고 무거운 느낌을 받게 함에 따라 매우 낮은 피치의 음이 어울릴 것으로 생각함,9.0,9 |  매우 높은 밀도의 음으로 더욱더 긴장감있고 호소력짙은 표현을 해야한다고 생각함,
6,6,이인애,A12,fight,8.0,"[0, 1, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",강렬한색감,7.0,7,6.0,6,7.0,7,
7,7,고고,A12,fight,10.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]",싸우는모습과 말리는 모습,9.0,9,9.0,9,9.0,9,
8,8,경,A12,fight,8.0,"[0, 0, 0, 0]","[0, 1, 0, 1]","[1, 1, 1, 0]","[1, 1, 0, 0]","다리를 디디는 자세, 다른 사람과의 관계를 통해 역동적인 느낌을 받을 수 있음.",8.0,8 |  빠른 속도의 곡을 통해 사람들의 역동적인 움직임을 잘 드러냄.,2.0,2 |  힘을 주는 듯한 남성적인 움직임에 잘 어울림.,5.0,"5 |  아주 가볍지도, 여유롭지도 않은 움직임에 잘 어울림.",
9,9,yoni,A12,fight,9.0,"[0, 1, 1, 1]","[0, 0, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",투박한 그림의 질감 ,3.0,3,3.0,3,2.0,2,
10,10,밍경댕,A12,fight,10.0,"[0, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 0]",사람들의 움직임과 근육이 역동적으로 느껴지고 빨간 배경을 흩뿌려 그린 게 역동적으로 느껴집니다. ,8.0,8 |  빠른 음악으로 힘을 쓰는 느낌이 전달 되었으면 좋겠습니다.,3.0,3 |  남자들의 무거운 힘싸움이 상상이 가게 낮은 음의 음악을 사용하고 싶습니다.,4.0,4 |  남자들이 힘을 쓰는 모습이기에 조금은 낮은 밀도를 사용하지만 스포츠와 관련된 운동으로 느껴져 긴박함은 느껴지지 않아 너무 낮지 않은 밀도를 선택했습니다.,
11,11,배뀽,A12,fight,10.0,"[1, 1, 0, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","[1, 0, 0, 1]","빨간색, 사람이 레슬링하고 있음 화난 얼굴 투지에 가득참",3.0,3 | 약간 슬로우 모션 준 느낌 뚜우우우우우 팍!,2.0,2 | 우울한 싸움의 기술,1.0,10 | 주먹은 눈보다 빠르다,
12,12,미지,A12,fight,10.0,"[0, 1, 1, 0]","[0, 0, 0, 0]","[1, 1, 1, 0]","[1, 1, 1, 0]",질감표현과 색대비,3.0,3 | 그림표현의 무게감이 느껴져서,3.0,3 | 거친 표현과 어울림,3.0,3 | 거칠지만 단순한 그림표현이 낮은밀도의 음악과 어울림,
13,13,boldmas,A12,fight,10.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]",the entire canvas is filled with movement including the characters and the background (very long brush strokes and the red color),1.0,10 | it is a very tense scene; they seem to be fighting and red portrays anger and violence.,2.0,2 | the imagery is dark and intense. The colors are darker in shade and the characters are in conflict.,1.0,"10 | It is a very complex scene; a combination of three characters in movement, a dark and red background, and many long brush strokes.",
14,14,Seong Ho,A12,fight,10.0,"[0,1,1,0]","[1,1,1,1]","[0,1,1,1]","[0,0,0,0]","B1 & C1 같은 텍스쳐, 사람들이 하는 행동들이 역동적임.",10.0,  싸움을 하는 상황을 긴장감 있게 표현하려면 빨라야 할 것 같음.,7.0,  빨간색 느낌이 높은 피치와 어울릴 듯.,10.0,"객체가 3명이고, 합을 이루는 느낌을 표현하려면 밀도가 높아야 할 것 같음.",정열적인 색감?
15,15,5e67524094c67a000a04ca8e,A12,fight,8.0,"[0,0,1,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",The photo screams conflict and athleticism to me. ,1.0,  It almost feels as if the photo is moving in slow motion. ,0.0,  Very slow motion type feeling,3.0,,
16,16,6400dc9af341e8a575a457f6,A12,fight,8.0,"[0,0,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",these areas are very frenetic and indicative of hurried motion,9.0,,4.0,,7.0,,
17,17,5e4875f3110b3730eefa32a1,A12,fight,9.0,"[1,1,1,1]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The overall colours applied in this piece are dynamic colours and so result in a striking piece of art,9.0,,9.0,,9.0,,
18,18,5e909d9ac9ce2503b2650797,A12,fight,9.0,"[0,0,0,0]","[0,1,1,1]","[0,0,0,0]","[0,0,0,0]",all the hands indicate rushed movement or frenzied activity ,7.0,,8.0,,7.0,,
19,19,5fc00a11268eb941e7d8b066,A12,fight,10.0,"[0,0,0,0]","[0,1,0,0]","[0,0,0,0]","[0,0,0,0]",The blue really stands out in the picture.,9.0,  Looks like a fight scene.,3.0,,8.0,,
20,20,5b295f60bbd4880001117976,A12,fight,8.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,0]","[0,0,1,0]",The figures are moving with energy,6.0,,7.0,,7.0,,
21,21,630100561dc47fd83f5b4745,A12,fight,10.0,"[0,1,1,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",It looks like they are fighting or creating a motion where they are moving towards each other in a hostile way. ,10.0,,10.0,,8.0,,
22,22,5f7959d0b6791155e6932dd1,A12,fight,9.0,"[0,1,0,0]","[0,1,1,0]","[0,1,0,0]","[0,0,0,0]",The highlights of these particular limbs seems to be made through the lighter colour used. The action of the hands draws the eye's attention.,8.0,  The men look like they are in a dance or a fight and so the tempo should be fast to portray this.,2.0,  I feel the pitch should be low and dramatic to mimic a man's voice.,7.0,  The drama of the picture would be best depicted in a dense piece of music. Something that is violent and thrilling.,"There should be strong beats in the music, like you would get blows in a fight."
23,23,5967e9a831394d0001abdb3f,A12,fight,9.0,"[0,1,0,0]","[1,1,1,0]","[1,1,0,0]","[1,1,0,0]",The checked areas show the figure being very dynamic with their movement,7.0,  Needs to reflect the dramatic nature of the movement of the figure,7.0,,6.0,,The music needs to build up to a crescendo
24,24,657421f9661ce9a8cd7482d1,A12,fight,10.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",The art work capture the whole area such that no area can be left untouched with the beauty and blending of the art work.,10.0,  A battle require high tempo of music,10.0,  A battle require high pitch of music,10.0,  A battle require high  density of music,animative sound clip can also be added to the music like 
25,25,5e56590389b924000c184113,A12,fight,9.0,"[0,1,1,0]","[1,1,1,1]","[1,1,1,1]","[1,0,0,0]","They contain the image of bodies, moving and interacting",9.0,,3.0,,8.0,,A sense of conflict
26,26,65c4bfbc22bc351322c66e32,A12,fight,8.0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",It stands out differently,3.0,,3.0,,5.0,,
27,27,63f77942d3cad20e65a411a9,A12,fight,10.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]",the whole picture looks in motion,8.0,,3.0,,8.0,,
28,28,5c584d2040378900013b6fb9,A12,fight,8.0,"[0,0,1,0]","[1,1,1,1]","[1,1,1,1]","[1,1,1,0]",There is alot going on in a large area of the picture. all together shows a possibly emotion.,6.0,"  This looks like a possible aggression situation, so couldnt be slow. But not fast and happy. ",3.0,"  Because of the male and aggression aspect, itd be more fitting for a low tone. ",5.0,"  I think in the middle as this isnt a calm situation, and not a full on fight yet",The shoes and thighs are making me think they are ballerinas
29,29,613e454dca2db9fcef1f8e8d,A12,fight,9.0,"[0,1,0,0]","[0,1,1,0]","[0,1,0,0]","[0,1,0,0]","Outstretched arm and hands indicate movement. Tense muscles and blurred outlines, foot raised off the floor",8.0,"  Fast movements, dramatic scene",3.0,"  Forceful, dominant, representing anger",7.0,  To represent the emotional tension and dramatic nature,
330,0,나비,A13,sit,2.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","안정적이고, 이 상태로 2시간이 지나도록 있을 수 있을것같은 느낌.",1.0,1,2.0,2,2.0,2,
331,1,rub,A13,sit,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 1]",I assumed there should be a interaction between character and the environments,2.0,2 |  she looking bored and peaceful,4.0,4 |  it's neither energetic nor holy,4.0,4 |  chilling vibe for me,
332,2,Daisy,A13,sit,1.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","When there are humans, I tend to suppose that they are active and moving. However, in this painting, the girl looks idle. The grass behind her looks more dynamic to me.",3.0,3 |  The picture looks very calm.,4.0,4 |  I think the color scheme of the whole painting makes me think so.,4.0,"4 |  The scene looks very calming, so there should not be any bustle.",
333,3,Doky,A13,sit,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 0]",인물의 움직임이 없기 때문에 역동적인 느낌이 들지 않음,0.0,"0 |  그림의 역동성이 느껴지지 않고, 인물의 움직임도 쉼에 가깝기 때문에 아주 느린 템포의 곡이 어울림.",1.0,1 |  인물을 둘러싼 배경이 어둡고 역동성도 없기 때문에 낮은 음이 해당 그림과 어우러질 것 같음.,2.0,2 |  음악의 밀도 역시 역동성이 떨어지기 때문에 낮아야 더 이상적임. 딱히 음악의 역동적인 기교가 필요가 없을 것 같고 오히려 밀도가 높으면 그림에 대한 이입이 떨어질 것 같음.,
334,4,chanpig,A13,sit,2.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",앉아있어서…?  풀들도 날리지않음 ,3.0,3 |  바람도 안불어서 멈춰있는 느낌,1.0,1 |  음이 필요할까싶을 정도로 지루해보임,1.0,1 |  앉아있고 움직임이 없어보여서,
335,5,곤듀,A13,sit,1.0,"[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",그림에서 전체적으로 역동적임이 느껴지지 않음. 단지 하늘에 떠있는 구름만이 둥둥떠다니는 장면이 연상됨,3.0,3 |  전체적으로 역동적임이 느껴지지 않으나 인물의 표정에 의해 음악의 템포가 매우 느림은 확실히 아님.  매우 느림 - 보통 사이에서 보통에 조금 더 치우친 템포,8.0,8 |  그림에서 전체적인 장면보다는 인물의 표정이 눈에 들어옴 표정에서 다소 엉뚱함을 느껴짐에 따라 다소 높은 음이 연상됨,5.0,5 |  위의 세팅에서 보통의 밀도가 적합하다고 생각됨,
336,6,이인애,A13,sit,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 0, 0]",정적인느낌,1.0,1,2.0,2,2.0,2,
337,7,고고,A13,sit,1.0,"[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 0, 0, 0]",앉아있는모습,1.0,1,1.0,1,1.0,1,
338,8,경,A13,sit,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 1, 0]",가만히 있는 포즈로 역동적이지 않은 느낌을 잘 드러냄.,1.0,1 |  가만히 있고 지루하지만 잠을 자는 정도로 가만히 있는 것은 아닌 역동성을 잘 드러냄.,2.0,"2 |  정적인 느낌, 무난하고 평화로운 분위기를 잘 드러냄.",2.0,"2 |  정적인 느낌, 무난하고 평화로운 분위기를 잘 드러냄.",
339,9,yoni,A13,sit,3.0,"[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","하늘의 구름, 인물의 자세",3.0,3 |  전반적인 풍경은 고요함,5.0,5 |  평온한느낌,3.0,3,
340,10,밍경댕,A13,sit,0.0,"[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]",산과 같은 정적인 배경과 여인의 심드렁한 표정 및 턱을 괴고 앉아있는 정지된 포즈,1.0,1 |  여인의 표정과 포즈에 드러나는 심심한 감정엔 느린 음악이 잘 어울릴 것 같음,5.0,5 |  정적으론 보이지만 우울해 보이진 않아 낮음 음보단 보통의 음악으로 표현했으면 좋겠음.,2.0,2 |  여러 악기를 사용하지 않고 단일 악기만으로 연주되는 음악이 상상됨.,
341,11,배뀽,A13,sit,0.0,"[0, 0, 0, 0]","[1, 0, 0, 0]","[1, 0, 0, 0]","[0, 0, 0, 0]",뒤에 풀이 흔들리는 정도? ,1.0,1 |  고민하고 있어서,1.0,1 |  아무 행동도 취하지 않아서,0.0,0 |  가만히 고민하는데 밀도가 높으면 고민을 못할 것 같음,
342,12,미지,A13,sit,0.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","바람이 불지않는 날씨, 멍하게 앉아있는 여자 등 전체적인 분위기",2.0,2 | 역동적이지는 않지만 외부 환경을 바탕으로 하고 있기때문에 매우 느리지는 않고 어느정도만 느린 템포가 이상적임,7.0,7 | 여성의 휴식이 잠깐으로 느껴지기때문에 보통보다 약간 높은 음,1.0,1 | 휴식 중인 그림 상황에 맞게 단조로운 음악이 어울림,
343,13,boldmas,A13,sit,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",The woman is the main subject of the painting and the focus is on her.,0.0,0 | There are no actions taking place,4.0,4 | The scene is static but relaxing.,1.0,"1 | There is not much going on in the artwork, so not much density should be expected from the music.",
344,14,Seong Ho,A13,sit,2.0,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,0]",앉아서 멍때리는 여자 느낌이 정적임.,0.0,  아무 생각 안하는 느낌 표현 원함.,5.0,,2.0,"  멍때리는데, 풀이 많아서 너무 Sparse 느낌은 아님.",빽빽함. 몰래 쉬는 느낌.
345,15,5e67524094c67a000a04ca8e,A13,sit,3.0,"[0,1,1,1]","[0,1,1,1]","[0,0,0,0]","[0,0,0,0]",I see nature rustling slightly,4.0,,4.0,,4.0,,
346,16,6400dc9af341e8a575a457f6,A13,sit,1.0,"[0,0,0,0]","[0,0,1,0]","[0,1,1,0]","[0,1,1,1]",the person in the picture is the only remarkable thing about the image,2.0,,4.0,,7.0,,
347,17,5e4875f3110b3730eefa32a1,A13,sit,0.0,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,1,0]",main character,0.0,,3.0,,1.0,,
348,18,5e909d9ac9ce2503b2650797,A13,sit,2.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",the look in the girls face,2.0,,2.0,,6.0,,
349,19,5fc00a11268eb941e7d8b066,A13,sit,3.0,"[0,0,0,0]","[0,0,1,0]","[0,0,1,0]","[0,0,0,0]",The lady's headwear contrasts with the background.,4.0,,7.0,,6.0,,
350,20,5b295f60bbd4880001117976,A13,sit,2.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Ladys is moving her stick through the field,2.0,,3.0,,3.0,,
351,21,630100561dc47fd83f5b4745,A13,sit,2.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,1,1,1]","The woman kneeling down, looking like she is waiting for something. ",0.0,,0.0,,1.0,,
352,22,5f7959d0b6791155e6932dd1,A13,sit,3.0,"[0,0,0,0]","[0,0,0,0]","[0,1,1,0]","[0,0,0,0]",The face of the figure is what brings dynamism to the picture and the viewer wonders what she is thinking.,4.0,  The tempo should be middling to depict the comtemplative nature of the picture.,3.0,  The music should be low and thoughtful like the picture.,5.0,  The density should also be middling like an idle thought.,The music should be simple and also have a sense of boredom like the figure in the picture.
